------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 192.168.2.81 port 5001 connected with 192.168.2.85 port 58698
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3] 209.0-210.0 sec  4.30 MBytes  36.1 Mbits/sec   0.722 ms    0/ 3070 (0%)
[  3] 210.0-211.0 sec  2.78 MBytes  23.3 Mbits/sec   1.462 ms    0/ 1982 (0%)
[  3] 211.0-212.0 sec  3.85 MBytes  32.3 Mbits/sec   0.725 ms    0/ 2743 (0%)
[  3] 212.0-213.0 sec  3.59 MBytes  30.1 Mbits/sec   0.682 ms    1/ 2561 (0.039%)
[  3] 213.0-214.0 sec  2.60 MBytes  21.9 Mbits/sec   0.550 ms    2/ 1860 (0.11%)
[  3] 214.0-215.0 sec  3.02 MBytes  25.3 Mbits/sec   0.614 ms    0/ 2153 (0%)
[  3] 215.0-216.0 sec  4.13 MBytes  34.7 Mbits/sec   2.221 ms    0/ 2947 (0%)
[  3] 216.0-217.0 sec  3.18 MBytes  26.7 Mbits/sec   0.508 ms    1/ 2270 (0.044%)
[  3] 217.0-218.0 sec  2.20 MBytes  18.4 Mbits/sec   3.059 ms    4/ 1570 (0.25%)
[  3] 218.0-219.0 sec  4.35 MBytes  36.5 Mbits/sec   0.662 ms    0/ 3100 (0%)
[  3] 219.0-220.0 sec  4.19 MBytes  35.1 Mbits/sec   0.791 ms    0/ 2986 (0%)
[  3] 220.0-221.0 sec  3.04 MBytes  25.5 Mbits/sec   1.622 ms    1/ 2166 (0.046%)
[  3] 221.0-222.0 sec  2.67 MBytes  22.4 Mbits/sec   6.991 ms    2/ 1903 (0.11%)
[  3] 222.0-223.0 sec  3.34 MBytes  28.0 Mbits/sec   1.045 ms    2/ 2381 (0.084%)
[  3] 223.0-224.0 sec  4.49 MBytes  37.6 Mbits/sec   5.740 ms    0/ 3200 (0%)
[  3] 224.0-225.0 sec  3.12 MBytes  26.2 Mbits/sec   3.784 ms    2/ 2226 (0.09%)
[  3] 225.0-226.0 sec  4.57 MBytes  38.3 Mbits/sec   0.777 ms    1/ 3258 (0.031%)
[  3] 226.0-227.0 sec  2.59 MBytes  21.7 Mbits/sec   1.341 ms    0/ 1847 (0%)
[  3] 227.0-228.0 sec  3.53 MBytes  29.6 Mbits/sec   1.597 ms    3/ 2521 (0.12%)
[  3] 228.0-229.0 sec  4.36 MBytes  36.6 Mbits/sec   0.521 ms    0/ 3109 (0%)
[  3] 229.0-230.0 sec  2.94 MBytes  24.7 Mbits/sec   0.889 ms    1/ 2098 (0.048%)
