------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 192.168.2.81 port 5001 connected with 192.168.2.85 port 41905
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec  16.0 MBytes   134 Mbits/sec   0.410 ms    0/11386 (0%)
[  3] 168.0-169.0 sec  3.59 MBytes  30.1 Mbits/sec   0.500 ms    1/ 2559 (0.039%)
[  3] 169.0-170.0 sec  3.07 MBytes  25.8 Mbits/sec   5.307 ms    0/ 2190 (0%)
[  3] 170.0-171.0 sec  2.69 MBytes  22.6 Mbits/sec   0.403 ms    0/ 1921 (0%)
[  3] 171.0-172.0 sec  3.85 MBytes  32.3 Mbits/sec   3.401 ms    0/ 2748 (0%)
[  3] 172.0-173.0 sec  3.49 MBytes  29.3 Mbits/sec   2.710 ms    1/ 2491 (0.04%)
[  3] 173.0-174.0 sec  4.20 MBytes  35.2 Mbits/sec   0.493 ms    0/ 2995 (0%)
[  3] 174.0-175.0 sec  3.24 MBytes  27.2 Mbits/sec   0.728 ms    1/ 2315 (0.043%)
[  3] 175.0-176.0 sec  3.79 MBytes  31.8 Mbits/sec   1.357 ms    0/ 2707 (0%)
[  3] 176.0-177.0 sec  2.22 MBytes  18.7 Mbits/sec   1.816 ms    3/ 1589 (0.19%)
[  3] 177.0-178.0 sec  3.25 MBytes  27.3 Mbits/sec   1.157 ms    1/ 2320 (0.043%)
[  3] 178.0-179.0 sec  2.90 MBytes  24.3 Mbits/sec   7.503 ms    1/ 2068 (0.048%)
[  3] 179.0-180.0 sec  3.79 MBytes  31.8 Mbits/sec   2.285 ms    1/ 2701 (0.037%)
[  3] 180.0-181.0 sec  3.26 MBytes  27.4 Mbits/sec   1.341 ms    0/ 2327 (0%)
[  3] 181.0-182.0 sec  3.36 MBytes  28.2 Mbits/sec   1.935 ms    0/ 2398 (0%)
[  3] 182.0-183.0 sec  2.93 MBytes  24.6 Mbits/sec   0.357 ms    0/ 2088 (0%)
[  3] 183.0-184.0 sec  2.61 MBytes  21.9 Mbits/sec   5.736 ms    0/ 1865 (0%)
[  3] 184.0-185.0 sec  2.56 MBytes  21.4 Mbits/sec   3.451 ms    0/ 1823 (0%)
[  3] 185.0-186.0 sec  3.07 MBytes  25.8 Mbits/sec   3.693 ms    0/ 2191 (0%)
[  3] 186.0-187.0 sec  3.45 MBytes  29.0 Mbits/sec   0.230 ms    0/ 2463 (0%)
[  3] 187.0-188.0 sec  3.98 MBytes  33.4 Mbits/sec   0.545 ms   30/ 2871 (1%)
[  3] 188.0-189.0 sec  2.91 MBytes  24.4 Mbits/sec   2.866 ms    0/ 2078 (0%)
[  3] 189.0-190.0 sec  4.11 MBytes  34.4 Mbits/sec   0.546 ms    0/ 2929 (0%)
[  3] 190.0-191.0 sec  2.91 MBytes  24.4 Mbits/sec   1.438 ms    0/ 2077 (0%)
[  3] 191.0-192.0 sec  2.77 MBytes  23.3 Mbits/sec   4.422 ms    0/ 1978 (0%)
[  3] 192.0-193.0 sec  3.65 MBytes  30.6 Mbits/sec   1.181 ms    2/ 2604 (0.077%)
[  3] 193.0-194.0 sec  2.93 MBytes  24.5 Mbits/sec   0.879 ms    3/ 2090 (0.14%)
[  3] 194.0-195.0 sec  3.33 MBytes  28.0 Mbits/sec   5.797 ms    0/ 2378 (0%)
[  3] 195.0-196.0 sec  5.14 MBytes  43.1 Mbits/sec   0.739 ms    0/ 3666 (0%)
[  3] 196.0-197.0 sec  3.79 MBytes  31.8 Mbits/sec   3.924 ms    0/ 2705 (0%)
[  3] 197.0-198.0 sec  3.68 MBytes  30.9 Mbits/sec   0.210 ms    1/ 2626 (0.038%)
[  3] 198.0-199.0 sec  2.75 MBytes  23.1 Mbits/sec   0.564 ms    0/ 1963 (0%)
[  3] 199.0-200.0 sec  4.91 MBytes  41.2 Mbits/sec   1.664 ms    1/ 3504 (0.029%)
